Jurisdiction,AccountNumber,ClientProfile,HandleRange,Grouping,SpendAllocation,GlobalID,FB
USIL,1907994987,Retail B Grade,Big Bettor,Control,0,1907994987,0
USIL,1919078565,General/New Client,Medium Bettor,Control,0,1919078565,0
USIL,1921250058,General/New Client,Big Bettor,Control,0,1921250058,0
USIL,1923485488,Retail C Grade,Big Bettor,Control,0,1923485488,0
USIL,1937955855,Retail C Grade,Small Bettor,Control,0,1937955855,0
USIL,1942025587,Retail B Grade,Big Bettor,Control,0,1942025587,0
USIL,1952312128,Retail B Grade,Big Bettor,Control,0,1952312128,0
USIL,1962918669,Retail C Grade,Medium Bettor,Control,0,1962918669,0
USIL,1997877726,Retail C Grade,Big Bettor,Control,0,1997877726,0
USIL,2003252015,General/New Client,Small Bettor,Control,0,2003252015,0
USIL,2010899886,Retail C Grade,Big Bettor,Control,0,2010899886,0
USIL,2013041294,Retail C Grade,Medium Bettor,Control,0,2013041294,0
USIL,2019205188,General/New Client,Big Bettor,Control,0,2019205188,0
USIL,2023114412,Retail C Grade,Medium Bettor,Control,0,2023114412,0
USIL,2024383602,Retail C Grade,Big Bettor,Control,0,2024383602,0
USIL,2036460108,Retail C Grade,Small Bettor,Control,0,2036460108,0
USIL,2040979822,Retail C Grade,Big Bettor,Control,0,2040979822,0
USIL,2044172544,Retail C Grade,Small Bettor,Control,0,2044172544,0
USIL,2058522800,Retail C Grade,Small Bettor,Control,0,2058522800,0
USIL,2071768571,Retail A Grade,Big Bettor,Control,0,2071768571,0
USIL,2079728463,Retail C Grade,Big Bettor,Control,0,2079728463,0
USIL,2099227392,General/New Client,Small Bettor,Control,0,2099227392,0
USIL,2102891967,Retail C Grade,Big Bettor,Control,0,2102891967,0
USIL,2115151976,Retail C Grade,Small Bettor,Control,0,2115151976,0
USIL,2125768320,Retail A Grade,Big Bettor,Control,0,2125768320,0
USIL,2130581573,Retail C Grade,Small Bettor,Control,0,2130581573,0
USIL,2146858046,Retail A Grade,Big Bettor,Control,0,2146858046,0
USIL,2163710181,General/New Client,Big Bettor,Control,0,2163710181,0
USIL,2175229964,Retail C Grade,Medium Bettor,Control,0,2175229964,0
USIL,2178607665,General/New Client,Small Bettor,Control,0,2178607665,0
USIL,2184118806,Retail B Grade,Big Bettor,Control,0,2184118806,0
USIL,2188274261,General/New Client,Medium Bettor,Control,0,2188274261,0
USIL,2190841124,Retail C Grade,Big Bettor,Control,0,2190841124,0
USIL,2199836766,Retail A Grade,Big Bettor,Control,0,2199836766,0
USIL,2211989138,Retail C Grade,Small Bettor,Control,0,2211989138,0
USIL,2221261647,General/New Client,Big Bettor,Control,0,2221261647,0
USIL,2221478446,Retail B Grade,Medium Bettor,Control,0,2221478446,0
USIL,2230970293,Retail C Grade,Small Bettor,Control,0,2230970293,0
USIL,2240807960,General/New Client,Big Bettor,Control,0,2240807960,0
USIL,2257917330,Retail C Grade,Small Bettor,Control,0,2257917330,0
USIL,2263224315,General/New Client,Big Bettor,Control,0,2263224315,0
USIL,2274654847,General/New Client,Big Bettor,Control,0,2274654847,0
USIL,2280231847,Retail B Grade,Small Bettor,Control,0,2280231847,0
USIL,2289347053,Retail C Grade,Small Bettor,Control,0,2289347053,0
USIL,2306306667,Retail C Grade,Big Bettor,Control,0,2306306667,0
USIL,2317300291,Retail C Grade,Small Bettor,Control,0,2317300291,0
USIL,2324539041,Retail C Grade,Big Bettor,Control,0,2324539041,0
USIL,2328750774,Retail C Grade,Small Bettor,Control,0,2328750774,0
USIL,2336477656,Retail C Grade,Small Bettor,Control,0,2336477656,0
USIL,2341023695,Retail C Grade,Medium Bettor,Control,0,2341023695,0
USIL,2358342012,Retail B Grade,Big Bettor,Control,0,2358342012,0
USIL,2382003135,Retail C Grade,Big Bettor,Control,0,2382003135,0
USIL,2401038991,General/New Client,Medium Bettor,Control,0,2401038991,0
USIL,2407167244,Retail C Grade,Big Bettor,Control,0,2407167244,0
USIL,2407614093,Retail C Grade,Big Bettor,Control,0,2407614093,0
USIL,2411904460,Retail C Grade,Medium Bettor,Control,0,2411904460,0
USIL,2414970533,Retail C Grade,Big Bettor,Control,0,2414970533,0
USIL,2415297830,Retail C Grade,Small Bettor,Control,0,2415297830,0
USIL,2435613223,Retail A Grade,Big Bettor,Control,0,2435613223,0
USIL,2450529575,Retail C Grade,Big Bettor,Control,0,2450529575,0
USIL,2450886349,Retail B Grade,Big Bettor,Control,0,2450886349,0
USIL,2452049677,Retail C Grade,Medium Bettor,Control,0,2452049677,0
USIL,2479410750,Retail C Grade,Small Bettor,Control,0,2479410750,0
USIL,2497987527,Retail C Grade,Small Bettor,Control,0,2497987527,0
USIL,2507407629,Retail C Grade,Small Bettor,Control,0,2507407629,0
USIL,2510853586,General/New Client,Big Bettor,Control,0,2510853586,0
USIL,2550859088,Retail C Grade,Small Bettor,Control,0,2550859088,0
USIL,2623020040,General/New Client,Small Bettor,Control,0,2623020040,0
USIL,2641501608,Retail B Grade,Big Bettor,Control,0,2641501608,0
USIL,2651082812,Retail A Grade,Medium Bettor,Control,0,2651082812,0
USIL,2659580709,Retail C Grade,Big Bettor,Control,0,2659580709,0
USIL,2661355082,Retail C Grade,Medium Bettor,Control,0,2661355082,0
USIL,2661619803,Retail C Grade,Small Bettor,Control,0,2661619803,0
USIL,2670002900,Retail C Grade,Medium Bettor,Control,0,2670002900,0
USIL,2681686184,General/New Client,Small Bettor,Control,0,2681686184,0
USIL,2690287457,Retail C Grade,Small Bettor,Control,0,2690287457,0
USIL,2698737105,General/New Client,Small Bettor,Control,0,2698737105,0
USIL,2705539084,Retail A Grade,Big Bettor,Control,0,2705539084,0
USIL,2715375052,Retail B Grade,Big Bettor,Control,0,2715375052,0
USIL,2718165460,Retail B Grade,Big Bettor,Control,0,2718165460,0
USIL,2735243449,Retail B Grade,Big Bettor,Control,0,2735243449,0
USIL,2774184572,General/New Client,Small Bettor,Control,0,2774184572,0
USIL,2776212483,General/New Client,Big Bettor,Control,0,2776212483,0
USIL,2776708526,Retail C Grade,Medium Bettor,Control,0,2776708526,0
USIL,2789025963,Retail C Grade,Small Bettor,Control,0,2789025963,0
USIL,2811821597,Retail C Grade,Small Bettor,Control,0,2811821597,0
USIL,2846023078,Retail B Grade,Big Bettor,Control,0,2846023078,0
USIL,2881317591,General/New Client,Small Bettor,Control,0,2881317591,0
USIL,2909152676,Retail B Grade,Big Bettor,Control,0,2909152676,0
USIL,2910798177,Retail C Grade,Big Bettor,Control,0,2910798177,0
USIL,2916174793,General/New Client,Big Bettor,Control,0,2916174793,0
USIL,2916901515,Retail A Grade,Big Bettor,Control,0,2916901515,0
USIL,2921435277,Retail C Grade,Medium Bettor,Control,0,2921435277,0
USIL,2923045759,Retail B Grade,Medium Bettor,Control,0,2923045759,0
USIL,2924015802,General/New Client,Small Bettor,Control,0,2924015802,0
USIL,2933744502,Retail C Grade,Small Bettor,Control,0,2933744502,0
USIL,2936309704,Retail C Grade,Medium Bettor,Control,0,2936309704,0
USIL,2953107325,Retail B Grade,Medium Bettor,Control,0,2953107325,0
USIL,2959383533,Retail C Grade,Small Bettor,Control,0,2959383533,0
USIL,2966434206,General/New Client,Big Bettor,Control,0,2966434206,0
USIL,2971324564,General/New Client,Small Bettor,Control,0,2971324564,0
USIL,2976014788,Retail C Grade,Medium Bettor,Control,0,2976014788,0
USIL,2984907258,Retail B Grade,Big Bettor,Control,0,2984907258,0
USIL,2993482168,Retail C Grade,Medium Bettor,Control,0,2993482168,0
USIL,3006036651,Retail B Grade,Big Bettor,Control,0,3006036651,0
USIL,3016749457,Retail C Grade,Big Bettor,Control,0,3016749457,0
USIL,3025337071,Retail C Grade,Big Bettor,Control,0,3025337071,0
USIL,3042243175,General/New Client,Big Bettor,Control,0,3042243175,0
USIL,3059861717,Retail B Grade,Big Bettor,Control,0,3059861717,0
USIL,3062120230,Retail B Grade,Big Bettor,Control,0,3062120230,0
USIL,3084680848,Retail C Grade,Big Bettor,Control,0,3084680848,0
USIL,3088278896,Retail C Grade,Small Bettor,Control,0,3088278896,0
USIL,3116514604,General/New Client,Medium Bettor,Control,0,3116514604,0
USIL,3146009370,Retail C Grade,Small Bettor,Control,0,3146009370,0
USIL,3169842553,Retail C Grade,Small Bettor,Control,0,3169842553,0
USIL,3174877139,General/New Client,Big Bettor,Control,0,3174877139,0
USIL,3188343561,Retail C Grade,Small Bettor,Control,0,3188343561,0
USIL,3203906779,Retail B Grade,Small Bettor,Control,0,3203906779,0
USIL,3213986150,Retail C Grade,Medium Bettor,Control,0,3213986150,0
USIL,3216044444,General/New Client,Big Bettor,Control,0,3216044444,0
USIL,3216519158,Retail C Grade,Medium Bettor,Control,0,3216519158,0
USIL,3216855686,General/New Client,Big Bettor,Control,0,3216855686,0
USIL,3222866268,Retail B Grade,Big Bettor,Control,0,3222866268,0
USIL,3226259694,Retail C Grade,Big Bettor,Control,0,3226259694,0
USIL,3229209014,Retail C Grade,Big Bettor,Control,0,3229209014,0
USIL,3229521946,Retail C Grade,Medium Bettor,Control,0,3229521946,0
USIL,3251647673,General/New Client,Big Bettor,Control,0,3251647673,0
USIL,3254875122,Retail C Grade,Small Bettor,Control,0,3254875122,0
USIL,3261861616,General/New Client,Small Bettor,Control,0,3261861616,0
USIL,3276671907,Retail C Grade,Big Bettor,Control,0,3276671907,0
USIL,3299184280,Retail B Grade,Big Bettor,Control,0,3299184280,0
USIL,3319216840,Retail A Grade,Big Bettor,Control,0,3319216840,0
USIL,3319496494,Retail C Grade,Big Bettor,Control,0,3319496494,0
USIL,3322892678,General/New Client,Small Bettor,Control,0,3322892678,0
USIL,3330598959,Retail C Grade,Big Bettor,Control,0,3330598959,0
USIL,3331318333,Retail C Grade,Big Bettor,Control,0,3331318333,0
USIL,3337513030,Retail C Grade,Small Bettor,Control,0,3337513030,0
USIL,3337728387,Retail C Grade,Small Bettor,Control,0,3337728387,0
USIL,3344488851,General/New Client,Medium Bettor,Control,0,3344488851,0
USIL,3349323945,Retail A Grade,Big Bettor,Control,0,3349323945,0
USIL,3351611662,Retail C Grade,Medium Bettor,Control,0,3351611662,0
USIL,3353756027,Retail C Grade,Medium Bettor,Control,0,3353756027,0
USIL,3355959099,Retail A Grade,Big Bettor,Control,0,3355959099,0
USIL,3370108758,Retail C Grade,Small Bettor,Control,0,3370108758,0
USIL,3377149014,Retail B Grade,Medium Bettor,Control,0,3377149014,0
USIL,3383940218,Retail C Grade,Medium Bettor,Control,0,3383940218,0
USIL,3394222982,Retail C Grade,Medium Bettor,Control,0,3394222982,0
USIL,3395401234,Retail C Grade,Big Bettor,Control,0,3395401234,0
USIL,3404387540,Retail C Grade,Small Bettor,Control,0,3404387540,0
USIL,3419420928,Retail C Grade,Big Bettor,Control,0,3419420928,0
USIL,3419573677,Retail C Grade,Big Bettor,Control,0,3419573677,0
USIL,3432182816,Retail C Grade,Small Bettor,Control,0,3432182816,0
USIL,3432303272,Retail C Grade,Small Bettor,Control,0,3432303272,0
USIL,3435165871,Retail C Grade,Big Bettor,Control,0,3435165871,0
USIL,3436286554,Retail B Grade,Big Bettor,Control,0,3436286554,0
USIL,3437333803,Retail C Grade,Big Bettor,Control,0,3437333803,0
USIL,3451401693,Retail C Grade,Big Bettor,Control,0,3451401693,0
USIL,3460573069,Retail C Grade,Small Bettor,Control,0,3460573069,0
USIL,3476539579,Retail C Grade,Small Bettor,Control,0,3476539579,0
USIL,3492731043,Retail C Grade,Big Bettor,Control,0,3492731043,0
USIL,3510293671,Retail C Grade,Medium Bettor,Control,0,3510293671,0
USIL,3510449345,Retail B Grade,Small Bettor,Control,0,3510449345,0
USIL,3539313145,General/New Client,Big Bettor,Control,0,3539313145,0
USIL,3569010910,Retail B Grade,Medium Bettor,Control,0,3569010910,0
USIL,3586134939,General/New Client,Big Bettor,Control,0,3586134939,0
USIL,3589824326,Retail C Grade,Small Bettor,Control,0,3589824326,0
USIL,3595407944,Retail C Grade,Small Bettor,Control,0,3595407944,0
USIL,3603182878,Retail C Grade,Small Bettor,Control,0,3603182878,0
USIL,3604587784,Retail B Grade,Big Bettor,Control,0,3604587784,0
USIL,3618977544,Retail C Grade,Medium Bettor,Control,0,3618977544,0
USIL,3625729777,Retail C Grade,Medium Bettor,Control,0,3625729777,0
USIL,3645646674,Retail B Grade,Big Bettor,Control,0,3645646674,0
USIL,3648100924,Retail B Grade,Big Bettor,Control,0,3648100924,0
USIL,3723211860,Retail A Grade,Big Bettor,Control,0,3723211860,0
USIL,3731775322,Retail C Grade,Medium Bettor,Control,0,3731775322,0
USIL,3748812757,Retail C Grade,Big Bettor,Control,0,3748812757,0
USIL,3752425556,Retail C Grade,Medium Bettor,Control,0,3752425556,0
USIL,3770975478,Retail B Grade,Big Bettor,Control,0,3770975478,0
USIL,3798979266,Retail C Grade,Medium Bettor,Control,0,3798979266,0
USIL,3801275609,Retail C Grade,Big Bettor,Control,0,3801275609,0
USIL,3822084001,Retail B Grade,Big Bettor,Control,0,3822084001,0
USIL,3840516085,Retail C Grade,Medium Bettor,Control,0,3840516085,0
USIL,3852839277,Retail C Grade,Small Bettor,Control,0,3852839277,0
USIL,3884391680,Retail C Grade,Big Bettor,Control,0,3884391680,0
USIL,3884457216,Retail C Grade,Big Bettor,Control,0,3884457216,0
USIL,3900131889,General/New Client,Small Bettor,Control,0,3900131889,0
USIL,3941279786,Retail C Grade,Medium Bettor,Control,0,3941279786,0
USIL,3941897307,General/New Client,Big Bettor,Control,0,3941897307,0
USIL,3955898030,Retail B Grade,Big Bettor,Control,0,3955898030,0
USIL,3975397104,General/New Client,Big Bettor,Control,0,3975397104,0
USIL,3984408713,Retail C Grade,Small Bettor,Control,0,3984408713,0
USIL,4000929654,General/New Client,Medium Bettor,Control,0,4000929654,0
USIL,4006465615,General/New Client,Big Bettor,Control,0,4006465615,0
USIL,4013503066,General/New Client,Medium Bettor,Control,0,4013503066,0
USIL,4034088230,Retail C Grade,Medium Bettor,Control,0,4034088230,0
USIL,4038839375,General/New Client,Small Bettor,Control,0,4038839375,0
USIL,4049192203,Retail C Grade,Big Bettor,Control,0,4049192203,0
USIL,4060083030,General/New Client,Small Bettor,Control,0,4060083030,0
USIL,4063017376,Retail C Grade,Medium Bettor,Control,0,4063017376,0
USIL,4070686558,Retail B Grade,Big Bettor,Control,0,4070686558,0
USIL,4077173928,General/New Client,Small Bettor,Control,0,4077173928,0
USIL,4089802180,Retail C Grade,Small Bettor,Control,0,4089802180,0
USIL,4089984510,Retail B Grade,Big Bettor,Control,0,4089984510,0
USIL,4104262663,Retail C Grade,Small Bettor,Control,0,4104262663,0
USIL,4117452760,Retail C Grade,Big Bettor,Control,0,4117452760,0
USIL,4118519866,Retail C Grade,Small Bettor,Control,0,4118519866,0
USIL,4120815649,Retail C Grade,Medium Bettor,Control,0,4120815649,0
USIL,4122043828,Retail C Grade,Small Bettor,Control,0,4122043828,0
USIL,4122685988,Retail C Grade,Big Bettor,Control,0,4122685988,0
USIL,4127530672,Retail C Grade,Small Bettor,Control,0,4127530672,0
USIL,4129774894,Retail C Grade,Small Bettor,Control,0,4129774894,0
USIL,4130120901,Retail B Grade,Big Bettor,Control,0,4130120901,0
USIL,4146172011,Retail B Grade,Medium Bettor,Control,0,4146172011,0
USIL,4146506917,Retail C Grade,Small Bettor,Control,0,4146506917,0
USIL,4166766435,Retail C Grade,Medium Bettor,Control,0,4166766435,0
USIL,4172136789,Retail C Grade,Big Bettor,Control,0,4172136789,0
USIL,4191761775,General/New Client,Small Bettor,Control,0,4191761775,0
USIL,4201363800,Retail B Grade,Medium Bettor,Control,0,4201363800,0
USIL,4254830851,Retail B Grade,Medium Bettor,Control,0,4254830851,0
USIL,4260441082,General/New Client,Medium Bettor,Control,0,4260441082,0
USIL,4263469674,Retail C Grade,Big Bettor,Control,0,4263469674,0
USIL,4268866092,Retail C Grade,Big Bettor,Control,0,4268866092,0
USIL,4274130779,Retail C Grade,Medium Bettor,Control,0,4274130779,0
USIL,4289622680,Retail C Grade,Small Bettor,Control,0,4289622680,0
USIL,4290717001,General/New Client,Small Bettor,Control,0,4290717001,0
USIL,4295404430,Retail C Grade,Big Bettor,Control,0,4295404430,0
USIL,4304441937,Retail C Grade,Big Bettor,Control,0,4304441937,0
USIL,4307117353,General/New Client,Medium Bettor,Control,0,4307117353,0
USIL,4320227672,Retail C Grade,Big Bettor,Control,0,4320227672,0
USIL,4323773024,Retail B Grade,Big Bettor,Control,0,4323773024,0
USIL,4324434122,Retail C Grade,Big Bettor,Control,0,4324434122,0
USIL,4338492912,General/New Client,Big Bettor,Control,0,4338492912,0
USIL,4348945391,Retail B Grade,Big Bettor,Control,0,4348945391,0
USIL,4369255983,Retail A Grade,Big Bettor,Control,0,4369255983,0
USIL,4370656122,Retail C Grade,Medium Bettor,Control,0,4370656122,0
USIL,4387139223,Retail C Grade,Small Bettor,Control,0,4387139223,0
USIL,4390598987,Retail C Grade,Small Bettor,Control,0,4390598987,0
USIL,4411629635,General/New Client,Big Bettor,Control,0,4411629635,0
USIL,4413503236,Retail C Grade,Big Bettor,Control,0,4413503236,0
USIL,4423578286,Retail C Grade,Small Bettor,Control,0,4423578286,0
USIL,4426479287,Retail C Grade,Big Bettor,Control,0,4426479287,0
USIL,4433775221,Retail C Grade,Medium Bettor,Control,0,4433775221,0
USIL,4445865362,General/New Client,Small Bettor,Control,0,4445865362,0
USIL,4455668394,Retail C Grade,Big Bettor,Control,0,4455668394,0
USIL,4465058962,Retail C Grade,Small Bettor,Control,0,4465058962,0
USIL,4466484205,Retail B Grade,Big Bettor,Control,0,4466484205,0
USIL,4479680794,Retail C Grade,Small Bettor,Control,0,4479680794,0
USIL,4483008816,Retail B Grade,Big Bettor,Control,0,4483008816,0
USIL,4483856793,Retail C Grade,Medium Bettor,Control,0,4483856793,0
USIL,4499717430,Retail C Grade,Big Bettor,Control,0,4499717430,0
USIL,4501575541,Retail C Grade,Big Bettor,Control,0,4501575541,0
USIL,4503210767,Retail C Grade,Big Bettor,Control,0,4503210767,0
USIL,4508427567,Retail C Grade,Big Bettor,Control,0,4508427567,0
USIL,4529684544,Retail C Grade,Medium Bettor,Control,0,4529684544,0
USIL,4532159892,General/New Client,Medium Bettor,Control,0,4532159892,0
USIL,4542595675,General/New Client,Medium Bettor,Control,0,4542595675,0
USIL,4545729532,Retail C Grade,Small Bettor,Control,0,4545729532,0
USIL,4577890340,Retail C Grade,Small Bettor,Control,0,4577890340,0
USIL,4637827649,Retail C Grade,Small Bettor,Control,0,4637827649,0
USIL,4649739808,Retail C Grade,Medium Bettor,Control,0,4649739808,0
USIL,4649874692,Retail C Grade,Medium Bettor,Control,0,4649874692,0
USIL,4655707655,Retail C Grade,Medium Bettor,Control,0,4655707655,0
USIL,4658865241,Retail C Grade,Medium Bettor,Control,0,4658865241,0
USIL,4664846037,General/New Client,Big Bettor,Control,0,4664846037,0
USIL,4673439817,Retail B Grade,Medium Bettor,Control,0,4673439817,0
USIL,4677380686,Retail A Grade,Medium Bettor,Control,0,4677380686,0
USIL,4694986584,General/New Client,Medium Bettor,Control,0,4694986584,0
USIL,4701804095,Retail B Grade,Small Bettor,Control,0,4701804095,0
USIL,4710232987,General/New Client,Big Bettor,Control,0,4710232987,0
USIL,4712764447,Retail B Grade,Big Bettor,Control,0,4712764447,0
USIL,4735486417,Retail C Grade,Big Bettor,Control,0,4735486417,0
USIL,4757482971,Retail C Grade,Big Bettor,Control,0,4757482971,0
USIL,4776649155,Retail C Grade,Medium Bettor,Control,0,4776649155,0
USIL,4786764017,General/New Client,Small Bettor,Control,0,4786764017,0
USIL,4793877215,Retail C Grade,Big Bettor,Control,0,4793877215,0
USIL,4814921548,Retail C Grade,Big Bettor,Control,0,4814921548,0
USIL,4821147339,General/New Client,Medium Bettor,Control,0,4821147339,0
USIL,4822519518,Retail C Grade,Medium Bettor,Control,0,4822519518,0
USIL,4843535896,Retail C Grade,Small Bettor,Control,0,4843535896,0
USIL,4854465061,Retail C Grade,Small Bettor,Control,0,4854465061,0
USIL,4860182163,Retail C Grade,Big Bettor,Control,0,4860182163,0
USIL,4870066773,Retail C Grade,Small Bettor,Control,0,4870066773,0
USIL,4878154418,Retail C Grade,Small Bettor,Control,0,4878154418,0
USIL,4878960768,Retail C Grade,Small Bettor,Control,0,4878960768,0
USIL,4879007792,Retail A Grade,Small Bettor,Control,0,4879007792,0
USIL,4905866877,Retail C Grade,Big Bettor,Control,0,4905866877,0
USIL,4909963231,Retail A Grade,Big Bettor,Control,0,4909963231,0
USIL,4911268619,Retail C Grade,Small Bettor,Control,0,4911268619,0
USIL,4923806162,Retail B Grade,Small Bettor,Control,0,4923806162,0
USIL,4942384634,General/New Client,Small Bettor,Control,0,4942384634,0
USIL,4976373235,Retail C Grade,Small Bettor,Control,0,4976373235,0
USIL,4982465359,Retail C Grade,Medium Bettor,Control,0,4982465359,0
USIL,4984682398,Retail A Grade,Big Bettor,Control,0,4984682398,0
USIL,5001980893,Retail C Grade,Small Bettor,Control,0,5001980893,0
USIL,5005357540,Retail C Grade,Big Bettor,Control,0,5005357540,0
USIL,5019110302,Retail C Grade,Big Bettor,Control,0,5019110302,0
USIL,5034536086,Retail C Grade,Small Bettor,Control,0,5034536086,0
USIL,5041263741,Retail C Grade,Medium Bettor,Control,0,5041263741,0
USIL,5055293203,Retail C Grade,Small Bettor,Control,0,5055293203,0
USIL,5056516717,Retail C Grade,Small Bettor,Control,0,5056516717,0
USIL,5057303085,Retail C Grade,Big Bettor,Control,0,5057303085,0
USIL,5075250191,Retail C Grade,Medium Bettor,Control,0,5075250191,0
USIL,5115626388,Retail C Grade,Big Bettor,Control,0,5115626388,0
USIL,5165176254,Retail C Grade,Small Bettor,Control,0,5165176254,0
USIL,5190611430,Retail C Grade,Big Bettor,Control,0,5190611430,0
USIL,5212992056,General/New Client,Big Bettor,Control,0,5212992056,0
USIL,5215914592,General/New Client,Small Bettor,Control,0,5215914592,0
USIL,5225409559,Retail C Grade,Medium Bettor,Control,0,5225409559,0
USIL,5229393472,Retail B Grade,Big Bettor,Control,0,5229393472,0
USIL,5231427291,Retail B Grade,Big Bettor,Control,0,5231427291,0
USIL,5239551272,Retail A Grade,Big Bettor,Control,0,5239551272,0
USIL,5262416836,Retail C Grade,Medium Bettor,Control,0,5262416836,0
USIL,5307605066,Retail C Grade,Big Bettor,Control,0,5307605066,0
USIL,5309731461,Retail C Grade,Small Bettor,Control,0,5309731461,0
USIL,5312128235,Retail C Grade,Small Bettor,Control,0,5312128235,0
USIL,5341672439,Retail B Grade,Big Bettor,Control,0,5341672439,0
USIL,5369414300,General/New Client,Medium Bettor,Control,0,5369414300,0
USIL,5375078731,Retail B Grade,Big Bettor,Control,0,5375078731,0
USIL,5380703173,Retail B Grade,Small Bettor,Control,0,5380703173,0
USIL,5381461265,Retail C Grade,Medium Bettor,Control,0,5381461265,0
USIL,5440807691,Retail C Grade,Big Bettor,Control,0,5440807691,0
USIL,5491766764,Retail B Grade,Big Bettor,Control,0,5491766764,0
USIL,5498936842,Retail C Grade,Big Bettor,Control,0,5498936842,0
USIL,5499007855,Retail A Grade,Medium Bettor,Control,0,5499007855,0
USIL,5500074301,Retail C Grade,Medium Bettor,Control,0,5500074301,0
USIL,5500492728,Retail C Grade,Medium Bettor,Control,0,5500492728,0
USIL,5500558264,Retail A Grade,Big Bettor,Control,0,5500558264,0
USIL,5512131663,Retail C Grade,Medium Bettor,Control,0,5512131663,0
USIL,5528823403,Retail C Grade,Big Bettor,Control,0,5528823403,0
USIL,5530817676,Retail C Grade,Small Bettor,Control,0,5530817676,0
USIL,5540348482,Retail C Grade,Small Bettor,Control,0,5540348482,0
USIL,5541811610,General/New Client,Small Bettor,Control,0,5541811610,0
USIL,5542060101,Retail C Grade,Big Bettor,Control,0,5542060101,0
USIL,5545262778,Retail C Grade,Medium Bettor,Control,0,5545262778,0
USIL,5552913453,Retail C Grade,Small Bettor,Control,0,5552913453,0
USIL,5561844148,Retail B Grade,Big Bettor,Control,0,5561844148,0
USIL,5565163563,Retail C Grade,Big Bettor,Control,0,5565163563,0
USIL,5567944491,Retail C Grade,Small Bettor,Control,0,5567944491,0
USIL,5570691279,Retail C Grade,Big Bettor,Control,0,5570691279,0
USIL,5579772500,Retail C Grade,Medium Bettor,Control,0,5579772500,0
USIL,5596436744,Retail C Grade,Small Bettor,Control,0,5596436744,0
USIL,5613682888,Retail C Grade,Medium Bettor,Control,0,5613682888,0
USIL,5628605622,Retail C Grade,Big Bettor,Control,0,5628605622,0
USIL,5640852542,General/New Client,Medium Bettor,Control,0,5640852542,0
USIL,5649381252,Retail A Grade,Small Bettor,Control,0,5649381252,0
USIL,5654243535,Retail A Grade,Big Bettor,Control,0,5654243535,0
USIL,5658187654,Retail C Grade,Small Bettor,Control,0,5658187654,0
USIL,5663736282,Retail B Grade,Big Bettor,Control,0,5663736282,0
USIL,5672662869,General/New Client,Medium Bettor,Control,0,5672662869,0
USIL,5683402665,Retail C Grade,Small Bettor,Control,0,5683402665,0
USIL,5696579578,Retail C Grade,Small Bettor,Control,0,5696579578,0
USIL,5711647253,General/New Client,Medium Bettor,Control,0,5711647253,0
USIL,5713503980,Retail C Grade,Medium Bettor,Control,0,5713503980,0
USIL,5725993415,Retail C Grade,Medium Bettor,Control,0,5725993415,0
USIL,5726417464,Retail C Grade,Big Bettor,Control,0,5726417464,0
USIL,5738098490,Retail C Grade,Big Bettor,Control,0,5738098490,0
USIL,5761422479,Retail C Grade,Big Bettor,Control,0,5761422479,0
USIL,5764943171,Retail A Grade,Big Bettor,Control,0,5764943171,0
USIL,5771253985,Retail C Grade,Big Bettor,Control,0,5771253985,0
USIL,5780288700,Retail C Grade,Medium Bettor,Control,0,5780288700,0
USIL,5784979011,Retail C Grade,Medium Bettor,Control,0,5784979011,0
USIL,5790454228,Retail C Grade,Big Bettor,Control,0,5790454228,0
USIL,5791161324,Retail C Grade,Small Bettor,Control,0,5791161324,0
USIL,5797850328,Retail C Grade,Big Bettor,Control,0,5797850328,0
USIL,5799635159,General/New Client,Big Bettor,Control,0,5799635159,0
USIL,5812296447,Retail C Grade,Big Bettor,Control,0,5812296447,0
USIL,5815489356,Retail C Grade,Small Bettor,Control,0,5815489356,0
USIL,5820581419,Retail C Grade,Small Bettor,Control,0,5820581419,0
USIL,5822445128,Retail C Grade,Big Bettor,Control,0,5822445128,0
USIL,5831834117,General/New Client,Big Bettor,Control,0,5831834117,0
USIL,5840331867,Retail A Grade,Big Bettor,Control,0,5840331867,0
USIL,5847403439,Retail C Grade,Big Bettor,Control,0,5847403439,0
USIL,5854253117,Retail C Grade,Big Bettor,Control,0,5854253117,0
USIL,5867831124,Retail C Grade,Big Bettor,Control,0,5867831124,0
USIL,5900185869,General/New Client,Big Bettor,Control,0,5900185869,0
USIL,5908553881,Retail C Grade,Medium Bettor,Control,0,5908553881,0
USIL,5937064951,Retail A Grade,Big Bettor,Control,0,5937064951,0
USIL,5937217463,Retail C Grade,Medium Bettor,Control,0,5937217463,0
USIL,5983393817,Retail C Grade,Medium Bettor,Control,0,5983393817,0
USIL,5996533673,Retail C Grade,Small Bettor,Control,0,5996533673,0
USIL,6000641088,Retail C Grade,Small Bettor,Control,0,6000641088,0
USIL,6003248354,Retail C Grade,Big Bettor,Control,0,6003248354,0
USIL,6006493977,Retail C Grade,Big Bettor,Control,0,6006493977,0
USIL,6009214583,Retail C Grade,Medium Bettor,Control,0,6009214583,0
USIL,6020147184,Retail C Grade,Medium Bettor,Control,0,6020147184,0
USIL,6020893983,Retail C Grade,Big Bettor,Control,0,6020893983,0
USIL,6028431808,General/New Client,Medium Bettor,Control,0,6028431808,0
USIL,6060679191,Retail C Grade,Small Bettor,Control,0,6060679191,0
